Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,T03HOLDERL-121168/256-2,Державка резьбовая T03HOLDERL-121168/256-2,VARGUS,0,4,0,Корпус резца со сменными пластинами
,VG-CUTFaceGrooving,Выставочный образец VG-CUTFaceGrooving,VARGUS,1,0,0,Корпус резца со сменными пластинами
,014-00801,Державка резьбовая AL32-25-4T+ 168/325 //сечение 32*25//,VARGUS,1,0,0,Корпус резца со сменными пластинами
,014-00567,Державка резьбовая NL32-4168/214,VARGUS,0,6,0,Корпус резца со сменными пластинами
,014-01723,Державка резьбовая NL44-60-4T168/935,VARGUS,0,5,0,Корпус резца со сменными пластинами
,014-00568,Державка резьбовая NVR40-4168/215,VARGUS,0,6,0,Корпус резца со сменными пластинами
,033-03663,2122083 ПЛАСТИНА РЕЗЬБОВАЯ 14DER 4.233 CHT-VT 2T+VKX 168/345,VARGUS,0,70,0,Пластина резьбовая
,033-03465,2122603 ПЛАСТИНА РЕЗЬБОВАЯ 14DER CHT-VT 3T+ VKX 168/279,VARGUS,0,170,0,Пластина резьбовая
,033-03139,2107932 Пластина резьбовая 14DIR 10APIRD 4T+ VKX 168/227,VARGUS,0,10,0,Пластина резьбовая
,033-03769,Пластина резьбовая 14DIR10APIRDVTXK198/021,VARGUS,0,220,0,Пластина резьбовая
,033-06068,2130626 ПЛАСТИНА ОДНОЗУБАЯ 14DIR4.233ChT-VT1T+VKX 268/340,VARGUS,0,100,0,Пластина резьбовая
,033-04304,2122793 Пластина резьбовая 14DIR 5BUT75 2T+ VKX 168/556,VARGUS,0,1 132,0,Пластина резьбовая
,033-03660,2122095 ПЛАСТИНА РЕЗЬБОВАЯ 14DIR 5 CHT-VC 2T+ VKX 168/338,VARGUS,0,356,0,Пластина резьбовая
,033-06755,2138266 Пластина резьбовая 14DIR 6BUT1_2T VTX 268/655,VARGUS,0,61,0,Пластина резьбовая
,033-03874,Пластина резьбовая 14DIR8APIRDVKX150/906,VARGUS,0,5,0,Пластина резьбовая
,033-03464,2122602 ПЛАСТИНА РЕЗЬБОВАЯ 14DIR CHT-VT 3T+ VKX 168/278,VARGUS,0,65,0,Пластина резьбовая
,021-00393,Пластина резьбовая 2IR0.75ISOVK2P,VARGUS,10,0,0,Пластина резьбовая
,2VER0.7ISOVTX168/666,Пластина резьбовая 2VER0.7ISOVTX168/666 НПО-Электромашина,VARGUS,30,0,0,Пластина резьбовая
,033-03708,Пластина резьбовая 4ER10APIRD4T+CH-VKX168/324,VARGUS,0,213,0,Пластина резьбовая
,4ER4APIVKX(TAPER3'35) 168,Пластина резьбовая 4ER4APIVKX(TAPER3'35) 168/467 АСА,VARGUS,20,0,0,Пластина резьбовая
,033-06097,2130131 ПЛАСТИНА РЕЗЬБОВАЯ 4ER CHT-2C2.565 2T VKX 268/014,VARGUS,0,3,0,Пластина резьбовая
,033-03661,2122097 ПЛАСТИНА УГ 4ER CHT-VC VKX 168/340,VARGUS,0,155,0,Пластина резьбовая
,033-03049,2122086 Пластина УГ 4ER CHT-VT VKX 168/212,VARGUS,0,100,0,Пластина резьбовая
,033-04120,2107403 ПЛАСТИНА УГ 4ER LOCK VKX 168/510,VARGUS,45,0,0,Пластина резьбовая
,033-06580,Пластина резьбовая 4ERT10APIRD4TVTXP268/591,VARGUS,0,180,0,Пластина резьбовая
,033-05693,2130233 Пластина спец. 4ERT 2.5-2.0GR VTX 268/143,VARGUS,0,4,0,Пластина резьбовая
,033-06851,2138347 Пластина резьбовая спец. 4ERT C311 4.23 2T VTXP 268/729,VARGUS,0,5,0,Пластина резьбовая
,045-00775,Пластина резьбовая 4ILT3.95R1GRVTX 268/277,VARGUS,20,0,0,Пластина резьбовая
,4IR4APIVKX(TAPER3'35) АСА,Пластина резьбовая 4IR4APIVKX(TAPER3'35) АСА,VARGUS,20,0,0,Пластина резьбовая
,045-00801,Пластина резьбовая 4IRCHT-2C24651TVKX268/353,VARGUS,0,10,0,Пластина резьбовая
,033-03662,2122098 ПЛАСТИНА УГ 4IR CHT-VC VKX 168/341,VARGUS,0,90,0,Пластина резьбовая
,033-06850,2138349 Пластина резьбовая спец. 4IRT C311 4.23 1T VTXP 268/721,VARGUS,0,5,0,Пластина резьбовая
,033-06854,2138354 Пластина резьбовая спец. 4IRT C311 5.08 1T VTXP 268/723,VARGUS,0,4,0,Пластина резьбовая
,033-06563,2138715 Пластина резьбовая спец. 4IRTCHT-2C2465-H03-1TVTXP268/584,VARGUS,0,39,0,Пластина резьбовая
,4VEL3.56PULLEYVKX 168/358,Пластина канавочная 4VEL3.56PULLEYVKX 168/358,VARGUS,10,0,0,Пластина резьбовая
,021-04050,Пластина резьбовая 5ER4API383VKX,VARGUS,5,0,0,Пластина резьбовая
,029-42125,Пластина резьбовая 5LIR18NPTVKP,VARGUS,3,0,0,Пластина резьбовая
,029-42276,Пластина резьбовая 5LIR18NPTVTX,VARGUS,3,0,0,Пластина резьбовая
,5VEL10760GRVTX,Пластина резьбовая 5VEL10760GRVTX,VARGUS,20,0,0,Пластина резьбовая
,028-00062,Пластина резьбовая 6.0IR0.75ISOVTX,VARGUS,18,0,0,Пластина резьбовая
,028-42240,Пластина резьбовая 6.0IR1.25ISOVKP,VARGUS,33,0,0,Пластина резьбовая
,028-42073,Пластина резьбовая 6.0IR1.5ISOVTX,VARGUS,36,0,0,Пластина резьбовая
,028-42182,Пластина резьбовая 6.0IR2.0ISOVKP,VARGUS,10,0,0,Пластина резьбовая
,091-00551,Пластина для зубообработки 5UEM2.5Z36/Z75GMVBX210/127,VARGUS,19,0,0,Зубонарезная фреза
,221-01470,Выставочный образец DEMOGEAR,VARGUS,1,0,0,Зубонарезная фреза
,23421861370,234218 Сверло d 21,Werko,1,0,0,Сверло спиральное
,23421862090,234218 Сверло d 22,Werko,1,0,0,Сверло спиральное
,23065533660,Сверло б/р 230655 ф6.6 HSCo8 TiAlN,Werko,3,0,0,Сверло спиральное
,28861857670,Сверло б/р 288618 ф18,50,Werko,2,0,0,Сверло спиральное
,44134216510,Сверло центровочное б/р 441342 ф1,60 DIN333A,Werko,1,0,0,Сверло центровочное
,1756815W,Винт 193.332,WIDIA,0,5,0,Запчасть
,1099646W,Винт MS1200,WIDIA,0,8,0,Запчасть
,1823871W,Винт MS1982,WIDIA,0,5,0,Запчасть
,1137710W,Запчасть: Опорная пластина 512.117,WIDIA,3,0,0,Запчасть
,6429457W,Пластина для свёрл TCF180614HPV38WU40PH,WIDIA,0,40,0,Пластина для свёрл
,6429464W,Пластина для свёрл TCF210608HCV38WU40PH,WIDIA,0,20,0,Пластина для свёрл
,6429430W,Пластина сверлильная TCF080308DPV38WU40PH //переферийная для диаметра 24-29,99 мм//,WIDIA,0,13,0,Пластина для свёрл
,6429461W,Пластина сверлильная TCF090305DCV38WU40PH //центральная для диаметра 24-29,99 мм//,WIDIA,0,13,0,Пластина для свёрл
,6197085W,Сверло твёрдосплавное TDF511A06000WU20PD,WIDIA,1,0,0,Сверло спиральное
,4173504W,Сверло твёрдосплавное TDS504A09129WU20PD,WIDIA,1,0,0,Сверло спиральное
,4144000W,Сверло твёрдосплавное VDS201A09129WU25PD,WIDIA,1,0,0,Сверло спиральное
,4143760W,Сверло твёрдосплавное VDS403A03734WU25PD,WIDIA,2,0,0,Сверло спиральное
,4170507W,Пластина CNMG190612URWP25CT,WIDIA,0,2,0,Пластина
,4170540W,Пластина RCMT1606M0TWP25CT,WIDIA,2,0,0,Пластина
,5138577W,Пластина RCMX3209M0T SPSSHA,WIDIA,3,0,0,Пластина
,4166331W,Пластина твёрдосплавная CCMT0602041PTN10U,WIDIA,1,0,0,Пластина
,4168738W,Пластина твёрдосплавная CCMT060204FPWM15CT,WIDIA,1,0,0,Пластина
,4170458W,Пластина твёрдосплавная CNMG120404MLWP25CT,WIDIA,1,0,0,Пластина
,5359118W,Пластина твёрдосплавная CNMG1204084PTN20P,WIDIA,2,0,0,Пластина
,5908746W,Пластина твёрдосплавная CNMG120408MSWS25PT,WIDIA,0,2,0,Пластина
,5301402W,Пластина твёрдосплавная CNMG120408URWS25PT,WIDIA,0,4,0,Пластина
,4164523W,Пластина твёрдосплавная DCGT11T3011PTN10U,WIDIA,1,0,0,Пластина
,5908847W,Пластина твёрдосплавная SNMG120408MSWS10PT,WIDIA,0,5,0,Пластина
,5908848W,Пластина твёрдосплавная SNMG120408MSWS25PT,WIDIA,0,5,0,Пластина
,4171534W,Пластина твёрдосплавная SNMG120412RHWP25CT,WIDIA,0,6,0,Пластина
,4170517W,Пластина твёрдосплавная SNMG120412URWP25CT,WIDIA,0,6,0,Пластина
,5478876W,Пластина твёрдосплавная SNMM190616SRWP15CT,WIDIA,6,0,0,Пластина
,5478877W,Пластина твёрдосплавная SNMM190616SRWP25CT,WIDIA,6,0,0,Пластина
,5696649W,Пластина твёрдосплавная SNMM190624SRWM25CT,WIDIA,2,0,0,Пластина
,5696681W,Пластина твёрдосплавная SNMM190624SRWP25CT,WIDIA,2,0,0,Пластина
,5429116W,Пластина твёрдосплавная SNMM2507248WM25CT,WIDIA,2,0,0,Пластина
,4166548W,Пластина твёрдосплавная WNMG0804087NTN20P,WIDIA,2,0,0,Пластина
,4170499W,Пластина твёрдосплавная WNMG080408MLWP25CT,WIDIA,2,0,0,Пластина
,4170581W,Пластина твёрдосплавная WNMG080408MRWP25CT,WIDIA,3,0,0,Пластина
,5908972W,Пластина твёрдосплавная WNMG080408MSWS10PT,WIDIA,3,0,0,Пластина
,5908973W,Пластина твёрдосплавная WNMG080408MSWS25PT,WIDIA,3,0,0,Пластина
,4170533W,Пластина твёрдосплавная WNMG080408URWP25CT,WIDIA,3,0,0,Пластина
,3543071W,Пластина 583175 TN6031,WIDIA,5,0,0,Пластина канавочная
,5346403W,Пластина WMTS505M5U06PHWU25PT,WIDIA,10,0,0,Пластина канавочная
,3954414W,Пластина твёрдосплавная HNGJ0704ANFNLDJTN6501,WIDIA,10,0,0,Пластина для фрез
,3954474W,Пластина твёрдосплавная HNPJ0704ANSNGDTN6540,WIDIA,0,10,0,Пластина для фрез
,3959627W,Пластина твёрдосплавная RDPX0702M0SNMHTN2505,WIDIA,5,0,0,Пластина для фрез
,5545063W,Пластина твёрдосплавная XDPT110408PDSRMMWP40PM,WIDIA,5,0,0,Пластина для фрез
,6180321W,Пластина твёрдосплавная XNPU15T612SRMMWS40PM,WIDIA,6,0,0,Пластина для фрез
,5583436W,Фреза 4U7006002WWP15PE,WIDIA,1,0,0,Фреза монолитная
,3641112W,Фреза твёрдосплавная 471706002LWTIALN-LW,WIDIA,0,2,0,Фреза монолитная
,11016020,Сверло твёрдосплавное 11016020 //D2,0h7x16d WNT//,WNT Ceratizit group,1,0,0,Сверло спиральное
,P281202,Фреза P 28 12 02,WPW,2,0,0,Фреза монолитная
,unknown,Державка N12-BEM 56-08.00.03.04-R,Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка 700960.01 AT 820 E - GOST10884 D6,Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка 700960.02 AT 820 E - GOST10884 D8,Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка 700960.03 AT 820 E - GOST10884 D10,Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка 700960.04 AT 820 E - GOST10884 D12,Изготовление,0,0,0,Оправка для летучего резца
,700960.05,Оправка 700960.05 AT 820 E - GOST10884 D14,Изготовление,2,0,0,Оправка для летучего резца
,unknown,Оправка составная N10 RTS TH1004-AEM-D15L195-7.0 (SPC 000.000.059-01),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N12 RTS TH1204-AEM-D15L195-8.0 (SPC 000.000.059-02),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N14 RTS TH1405-AEM-D15L195-10.0 (SPC 000.000.059-03),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N16 RTS TH1606-AEM-D15L195-12.0 (SPC 000.000.059-04),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N18 RTS TH1806-AEM-D15L195-13.0 (SPC 000.000.059-05),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N20 RTS TH2008-AEM-D15L195-15.0 (SPC 000.000.059-06),Изготовление,0,0,0,Оправка для летучего резца
,unknown,Оправка составная N8 RTS TH0803-AEM-D15L195-5.5 (SPC 000.000.059-00),Изготовление,0,0,0,Оправка для летучего резца
,B316.6.50.125.13P,Сверлильный патрон B316.6.50.125.13P,Пумори,0,2,0,Хвостовик инструмента
,unknown,Резец 5781-82-693.771.16,Товары,0,0,0,Летучий резец
,693251.05,Резец 5781-82-693.771.18   СНБ|414|00004593,Товары,20,0,0,Летучий резец
,№ 20 ТУ 14-1-5254-2006,Резец 5781-82-693.771.20ТУ,Товары,25,0,0,Летучий резец
,unknown,Резец N22-VGS-C-UF10,Товары,0,0,0,Летучий резец
,unknown,резец № 10 702516.03,Товары,0,0,0,Летучий резец
,unknown,резец № 10 790334.03,Товары,0,0,0,Летучий резец
,unknown,Резец № 14 ТУ 14-1-5254-2006 (Р8-614(у)),Товары,0,0,0,Летучий резец
,unknown,резец № 16 693251.045,Товары,0,0,0,Летучий резец
,unknown,резец № 18 693251.05,Товары,0,0,0,Летучий резец
,unknown,Резец №10 ГОСТ 10884 (N10-VGS-J-UF10),Товары,0,0,0,Летучий резец
,unknown,Резец №12 ГОСТ 10884 (N12-VGS-J-UF10),Товары,0,0,0,Летучий резец
,unknown,Резец №20 ГОСТ 10884 (N20-VGS-J-UF10),Товары,0,0,0,Летучий резец
,unknown,Резец №20 ГОСТ 5781 (N20-VGS-С-UF10),Товары,0,0,0,Летучий резец
,unknown,Резец алмазный 3908-0011,Товары,0,0,0,Летучий резец
,unknown,Резец спец. СПЦ.000.064,Товары,0,0,0,Летучий резец
,unknown,Резец спец. СПЦ.000.064-01,Товары,0,0,0,Летучий резец
,unknown,Резец спец. СПЦ.000.064-06,Товары,0,0,0,Летучий резец
,unknown,Оправка 5781-82 771.70-16ТУ (П6-506),Товары,0,0,0,Оправка для летучего резца
,unknown,Оправка сост. для арматуры 5781-82 771.70-08,Товары,0,0,0,Оправка для летучего резца
,unknown,Оправка сост. для арматуры 5781-82 771.70-10,Товары,0,0,0,Оправка для летучего резца
,693263.03,Оправка сост. для арматуры 5781-82 771.70-12,Товары,3,0,0,Оправка для летучего резца
,unknown,Оправка составная AT 820-GOST 5781-82-N10-SOL 16-SBL,Товары,0,0,0,Оправка для летучего резца
,unknown,Оправка составная AT 820-GOST 5781-82-N12-SOL 16-SBL,Товары,0,0,0,Оправка для летучего резца
,unknown,Оправка составная AT 820-GOST 5781-82-N14-SOL 16-SBL,Товары,0,0,0,Оправка для летучего резца
,unknown,Оправка составная AT 820-GOST 5781-82-N16-SOL 16-SBL,Товары,0,0,0,Оправка для летучего резца
,unknown,Support TC N8-5.5 Вставка бронзовая,Товары,0,0,0,Суппорт
,018443,Ролик для люнета AUTOBLOCK арт.018443,Товары,0,9,0,Оснастка прочая
,47.423.0e501-3,Губки сменные 230 тип 5 H1=3mm,Товары,2,0,0,Тисы станочные
,unknown,Кольцо т/с бесповоротное ф180х90,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо твердосплавное ф102/41х50,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо твердосплавное ф59х39,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо твердосплавное ф63,4х39,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо твердосплавное ф96/41х50,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо твердосплавное ф99/41х50,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф57,0х49,5х18,6 L-39,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий 10,5/9,5х27,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий 13,0/12,0х30,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий ф5,8/5,3х20,.,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий ф6,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий ф7,5/6,5х23,.,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-5435,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-5436,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6930,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6938,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6939,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6947,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6954,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Электрод 2900-6963,Товары,0,0,0,Изделия по чертежам заказчика
,unknown,Винт М8х35 DIN912/ГОСТ 11738-84 кл.пр.12,9,Товары,0,0,0,Запчасть
,unknown,Винт М8х40 DIN912/ГОСТ 11738-84 кл.пр.12,9,Товары,0,0,0,Запчасть
,unknown,Пластина подкладная 391.70H.1-01 //СНБ[414]00002729//,Товары,0,0,0,Запчасть
,unknown,Головка резьбонарезная 6162-7018-1-10 М16,Товары,0,0,0,Резьбофреза монолитная
,49305065KMX,Сверло твердосплавное с покрыт. RTM13206500,Товары,1,0,0,Сверло спиральное
,СНБ[414]00002813,Державка 391.70H-37СБ //подрезной под пластину  50x24.3xT13.52//,Товары,3,0,0,Корпус резца со сменными пластинами
,СНБ[414]00004950,Державка 391.70H-38СБ //проходной под пластину  50x24.3xT13.52//,Товары,4,0,0,Корпус резца со сменными пластинами
,unknown,Державка CRDCN 3225 P19-CD,Товары,0,0,0,Корпус резца со сменными пластинами
,unknown,Державка CRDCN 3225P 06-VOV-120,Товары,0,0,0,Корпус резца со сменными пластинами
,unknown,Державка CRDCN 3225P 09-VOV-120,Товары,0,0,0,Корпус резца со сменными пластинами
,unknown,Державка CRDCN 3225P 12-VOV-120,Товары,0,0,0,Корпус резца со сменными пластинами
,unknown,Державка CRDCN 5040T 19-VOV-120,Товары,0,0,0,Корпус резца со сменными пластинами
,unknown,Пластина RNMN 060300 S02020 CBN3500,Товары,0,0,0,Пластина КНБ
,unknown,Круг 300х63х127 25А 100 К 6 V 50 2,Товары,0,0,0,Общее шлифование прочее
,34177724,Круг шлифовальный ISCH 5 220x180x90mm, M=2.5 V=20` MU25A 120 JJ9 VBI 80 5,Товары,0,1,0,Общее шлифование прочее
,unknown,Вставка ВК 10 700962.3 (ТС N10-700962-03) (ФОРМА),ФОРМА,0,0,0,Вставка
,unknown,Вставка ВК 12 700962.4 (ТС N12-700962-04) (ФОРМА),ФОРМА,0,0,0,Вставка
,unknown,Пластина алмазная C.N12-PCD-MMK-D 302,ФОРМА,0,0,0,Летучий резец
,unknown,Пластина алмазная N12-DIN488-PCD-F CLX||  (ФОРМА),ФОРМА,0,0,0,Летучий резец
,6490083,Пластина алмазная N12-MK-PCD-F CLX|| (ФОРМА),ФОРМА,5,0,0,Летучий резец
,N14-MK-PCD-F CTX,Пластина алмазная N14-MK-PCD-F CTX  (ФОРМА),ФОРМА,6,0,0,Летучий резец
,N16-MK-PCD-F CTX,Пластина алмазная N16-MK-PCD-F CTX  (ФОРМА),ФОРМА,2,0,0,Летучий резец
,C.N10-PCD-BLK-C,Резец C.N10-PCD-BLK-C (ФОРМА),ФОРМА,19,0,0,Летучий резец
,unknown,Резец N12-AEM-PCD-F,ФОРМА,0,0,0,Летучий резец
,unknown,Резец N12-PCD-35196-12_1,ФОРМА,0,0,0,Летучий резец
,unknown,Резец N12-TEMPO-GOST52544-PCD (ФОРМА),ФОРМА,0,0,0,Летучий резец
,N18-BLK-PCD-F,Резец N18-BLK-PCD-F (ФОРМА),ФОРМА,20,10,0,Летучий резец
,N20-BLK-PCD-F,Резец N20-BLK-PCD-F (ФОРМА),ФОРМА,0,10,0,Летучий резец
,unknown,Резец N8-AEM-PCD-F СПЦ 000.001.060 (ФОРМА),ФОРМА,0,0,0,Летучий резец
,С.N10-PCD-REMZ,Резец С.N10-PCD-REMZ (ФОРМА) ,ФОРМА,0,5,0,Летучий резец
,H.N08-S-ZMK-X,Оправка H.N08-S-ZMK-X (ФОРМА),ФОРМА,2,0,0,Оправка для летучего резца
,H.N10-L-ZMK-X,Оправка H.N10-L-ZMK-X (ФОРМА),ФОРМА,1,0,0,Оправка для летучего резца
,unknown,Вкладыш (ФОРМА),ФОРМА,0,0,0,Изделия по чертежам заказчика
,unknown,Прижим 219 для Стами (ФОРМА),ФОРМА,0,0,0,Изделия по чертежам заказчика
,CRDCN 4040 U06-120-RUS,Державка токарная CRDCN 4040 U06-120-RUS,ФОРМА,0,1,0,Корпус резца со сменными пластинами
,CRDCN 4040 U09-120-RUS,Державка токарная CRDCN 4040 U09-120-RUS,ФОРМА,0,3,0,Корпус резца со сменными пластинами
,N10-TEMPO-GOST52544,N10-TEMPO-GOST52544 Резец №10,.,10,0,0,Вставка
,N12-TEMPO-GOST52544,N12-TEMPO-GOST52544 Резец №12,.,10,0,0,Вставка
,ST-700962-03-08 Rb8,Вставка ST-700962-03-08 Rb8,.,2,0,0,Вставка
,ST-700962-03-10 Rb10,Вставка ST-700962-03-10 Rb10,.,2,0,0,Вставка
,A500СП RIB1-10,Резец №10 A500 SP RIB1 (N10-EKS-RIB1-UF10),.,100,0,0,Летучий резец
,784953.01,Резец №12 ГОСТ 52544-2006 (N12-EKS-52544-UF10),.,200,0,0,Летучий резец
,784953.02,Резец №14 ГОСТ 52544-2006 (N14-EKS-52544-UF10),.,20,0,0,Летучий резец
,784995.04,Резец №16 ГОСТ 5781-82 (N16-EKS-5781-UF10),.,20,0,0,Летучий резец
,A500СП RIB1-28,Резец №28 A500 SP RIB1 (N28-EKS-RIB1-UF10),.,10,0,0,Летучий резец
,A500СП RIB2-28,Резец №28 A500 SP RIB2 (N28-EKS-RIB2-UF10),.,10,0,0,Летучий резец
,784995.09,Резец №28 ГОСТ 5781-82 (N28-EKS-5781-UF10),.,10,0,0,Летучий резец
,unknown,Волок-заготовка 1980-0533 ГОСТ 2330-76,.,0,0,0,Изделия по чертежам заказчика
,unknown,Волок-заготовка 1980-0541 ГОСТ 2330-76,.,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо т/с ф73/31х50,.,0,0,0,Изделия по чертежам заказчика
,unknown,Кольцо т/с ф76/31х50,.,0,0,0,Изделия по чертежам заказчика
,10 13 30/14-71,Плашка резьбовая полосная 10 13 30/14-71,.,1,0,0,Изделия по чертежам заказчика
,10 13 30/14-72,Плашка резьбовая полосная 10 13 30/14-72,.,1,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф31,8х24,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф33,8х26,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф35,8х28,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф38,6х31,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф41,0х33,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф43,0х35,5х10,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф45,4х38,0х14,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пробка т/с ф51,8х44,5х14,5 L-39,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пуансон D17 крест 4,.,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий специальный 15,0/14,0х33,.,0,0,0,Изделия по чертежам заказчика
,unknown,Штифт износостойкий специальный 17,0/16,0х35,.,0,0,0,Изделия по чертежам заказчика
,unknown,RNGN 190700 S20015 CBN200,.,0,0,0,Пластина КНБ
,4351578,Винт TS 25055I/HG,TaeguTec,20,0,0,Запчасть
,DRK_00011265,Пластина для свёрл SPMT090408-EMQP5125,Derek,0,150,0,Пластина для свёрл
,DRK_00012935,Пластина для свёрл SPMT140512-EMQP5125,Derek,0,40,0,Пластина для свёрл
,DRK_00013016,Пластина для свёрл SPMT07T308-EMQP5125,Derek,0,250,0,Пластина для свёрл
,DRK_00011049,Пластина для свёрл SPMT060204-EMQP5125,Derek,0,140,0,Пластина для фрез
,ER32-19PCS-A,Набор цанг ER32-19PCS-A,Derek,0,1,0,Цанга
,013-00409,Винт SY4T,VARGUS,5,5,0,Запчасть
,5400004,Пластина КНБ CBN-4R   KB90,TaeguTec,36,0,0,Пластина КНБ
,unknown,Метчик гаечный метрический 26х1.5 комплектный правый,.,0,0,0,Режущий метчик
,APMT 170508R-EM GY83,Пластина APMT 170508R-EM  GY83,CTRI,10,0,0,Пластина для фрез
,C/86894SRE4+,Пластина Ceratizit C/86894  SRE4+,Ceratizit,100,0,0,Пластина резьбовая
,unknown,Пластина SNMM-190624-HZ 8-02P25  TTS,.,0,0,0,Пластина
,unknown,Пластина CNMG-190612EN-TMR 1-04P25  TTS,.,0,0,0,Пластина
,unknown,Пластина CNMG-190612EN-TMR  1-09P15 TTS,.,0,0,0,Пластина
,27NR4API382LW20,Пластина 27NR 4API382  LW20 (27IR4API382),CTRI,40,0,0,Пластина резьбовая
,unknown,Пластина TPMR-160308EN 1-30P25  TTS,.,0,0,0,Пластина
,unknown,Пластина TNMG-160408EN-TF 1-04P25  TTS,.,0,0,0,Пластина
,060-00001,Пластина резьбовая CNGA64  IR5BUT75T2,VARGUS,5,0,0,Пластина резьбовая
,unknown,Пластина CNMG-120404EN-M42 1-20P35  TTS,.,0,0,0,Пластина
,unknown,Пластина SNMG-120412-SS TTH6920  TTS,.,0,0,0,Пластина
,unknown,Пластина SNMG 150612 CM  4C25,CORUN,0,0,0,Пластина
,unknown,Пластина SNMG 120412 CR  4C25,CORUN,0,0,0,Пластина
,unknown,Пластина RCMT1616MO  GK1056,Gesac,0,0,0,Пластина
,unknown,Пластина RCMT2507  GP2556,CTRI,0,0,0,Пластина
,SNMA250724-KRGK1056,Пластина SNMA 250724-KR  GK1056,Gesac,3,0,0,Пластина
,SNMG250724-KRGK1056,Пластина SNMG250724-KR  GK1056,Gesac,5,0,0,Пластина
,SNMM2509GP5050,Пластина SNMM2509  GP5050,CTRI,5,0,0,Пластина
,27ER4API383GY03,Пластина резьбовая 27 ER 4 API 383  GY03,CTRI,50,0,0,Пластина резьбовая
,27NR4API383GY03,Пластина резьбовая 27NR 4API383 GY03 (27IR4API383),CTRI,50,0,0,Пластина резьбовая
,unknown,Пластина SNMG-120412-SS TTH3215  TTS,.,0,0,0,Пластина
,unknown,Пластина SNMG-120412-SS TTH3225  TTS,.,0,0,0,Пластина
,unknown,Пластина CNMG-120404EN-M42 1-40P20  TTS,.,0,0,0,Пластина
,unknown,Пластина TNMG-160408-MF TTH5125  TTS,.,0,0,0,Пластина
,unknown,Пластина SNMG-120412-HR TTH5125 TTS,.,0,0,0,Пластина
,unknown,Пластина SNMG-120412EN-TM 1-04P25  TTS,.,0,0,0,Пластина
,unknown,Пластина SIA-PCD/FF-2005 for Rebar  6,.,0,0,0,Изделия по чертежам заказчика
,unknown,Пластина SIA/FF-2005/07.2008 for Rebar  8,.,0,0,0,Изделия по чертежам заказчика
,K6BN2-2MGY01,Пластина K6BN2-2M  GY01,CTRI,190,0,0,Пластина резьбовая
,unknown,Ролик прокатный  (180x20x110),.,0,0,0,Изделия по чертежам заказчика
,RCGX060600VT01025CBN,Пластина CBN RCGX 060600V  T01025,RealTech,10,0,0,Пластина КНБ
,RCGX090700VT02020CBN,Пластина CBN RCGX 090700V  T02020,RealTech,8,0,0,Пластина КНБ
